Id,ActivityDateTime,Calories,Hour
1503960366,2016-03-18T02:00:00Z,48,2
1503960366,2016-03-18T03:00:00Z,48,3
1503960366,2016-03-18T04:00:00Z,48,4
1503960366,2016-03-18T05:00:00Z,49,5
1503960366,2016-03-18T06:00:00Z,51,6
1503960366,2016-03-18T07:00:00Z,49,7
1503960366,2016-03-18T08:00:00Z,67,8
1503960366,2016-03-18T09:00:00Z,147,9
1503960366,2016-03-18T10:00:00Z,73,10
1503960366,2016-03-18T11:00:00Z,72,11
1503960366,2016-03-18T12:00:00Z,64,12
1503960366,2016-03-18T13:00:00Z,68,13
1503960366,2016-03-18T14:00:00Z,207,14
1503960366,2016-03-18T15:00:00Z,101,15
1503960366,2016-03-18T16:00:00Z,76,16
1503960366,2016-03-18T17:00:00Z,59,17
1503960366,2016-03-18T18:00:00Z,82,18
1503960366,2016-03-18T19:00:00Z,238,19
1503960366,2016-03-18T20:00:00Z,121,20
1503960366,2016-03-18T21:00:00Z,72,21
1503960366,2016-03-18T22:00:00Z,54,22
1503960366,2016-03-18T23:00:00Z,74,23
1503960366,2016-03-19T00:00:00Z,57,0
1503960366,2016-03-19T01:00:00Z,48,1
1503960366,2016-03-19T02:00:00Z,48,2
1503960366,2016-03-19T03:00:00Z,49,3
1503960366,2016-03-19T04:00:00Z,48,4
1503960366,2016-03-19T05:00:00Z,48,5
1503960366,2016-03-19T06:00:00Z,49,6
1503960366,2016-03-19T07:00:00Z,52,7
1503960366,2016-03-19T08:00:00Z,92,8
1503960366,2016-03-19T09:00:00Z,216,9
1503960366,2016-03-19T10:00:00Z,148,10
1503960366,2016-03-19T11:00:00Z,130,11
1503960366,2016-03-19T12:00:00Z,109,12
1503960366,2016-03-19T13:00:00Z,74,13
1503960366,2016-03-19T14:00:00Z,71,14
1503960366,2016-03-19T15:00:00Z,61,15
1503960366,2016-03-19T16:00:00Z,63,16
1503960366,2016-03-19T17:00:00Z,69,17
1503960366,2016-03-19T18:00:00Z,58,18
1503960366,2016-03-19T19:00:00Z,92,19
1503960366,2016-03-19T20:00:00Z,86,20
1503960366,2016-03-19T21:00:00Z,58,21
1503960366,2016-03-19T22:00:00Z,97,22
1503960366,2016-03-19T23:00:00Z,234,23
1503960366,2016-03-20T00:00:00Z,64,0
1503960366,2016-03-20T01:00:00Z,49,1
1503960366,2016-03-20T02:00:00Z,48,2
1503960366,2016-03-20T03:00:00Z,48,3
1503960366,2016-03-20T04:00:00Z,48,4
1503960366,2016-03-20T05:00:00Z,48,5
1503960366,2016-03-20T06:00:00Z,48,6
1503960366,2016-03-20T07:00:00Z,48,7
1503960366,2016-03-20T08:00:00Z,48,8
1503960366,2016-03-20T09:00:00Z,119,9
1503960366,2016-03-20T10:00:00Z,294,10
1503960366,2016-03-20T11:00:00Z,121,11
1503960366,2016-03-20T12:00:00Z,82,12
1503960366,2016-03-20T13:00:00Z,80,13
1503960366,2016-03-20T14:00:00Z,96,14
1503960366,2016-03-20T15:00:00Z,109,15
1503960366,2016-03-20T16:00:00Z,116,16
1503960366,2016-03-20T17:00:00Z,142,17
1503960366,2016-03-20T18:00:00Z,104,18
1503960366,2016-03-20T19:00:00Z,109,19
1503960366,2016-03-20T20:00:00Z,76,20
1503960366,2016-03-20T21:00:00Z,55,21
1503960366,2016-03-20T22:00:00Z,57,22
1503960366,2016-03-20T23:00:00Z,87,23
1503960366,2016-03-21T00:00:00Z,58,0
1503960366,2016-03-21T01:00:00Z,48,1
1503960366,2016-03-21T02:00:00Z,48,2
1503960366,2016-03-21T03:00:00Z,50,3
1503960366,2016-03-21T04:00:00Z,48,4
1503960366,2016-03-21T05:00:00Z,48,5
1503960366,2016-03-21T06:00:00Z,48,6
1503960366,2016-03-21T07:00:00Z,56,7
1503960366,2016-03-21T08:00:00Z,116,8
1503960366,2016-03-21T09:00:00Z,104,9
1503960366,2016-03-21T10:00:00Z,79,10
1503960366,2016-03-21T11:00:00Z,82,11
1503960366,2016-03-21T12:00:00Z,142,12
1503960366,2016-03-21T13:00:00Z,67,13
1503960366,2016-03-21T14:00:00Z,79,14
1503960366,2016-03-21T15:00:00Z,83,15
1503960366,2016-03-21T16:00:00Z,83,16
1503960366,2016-03-21T17:00:00Z,99,17
1503960366,2016-03-21T18:00:00Z,132,18
1503960366,2016-03-21T19:00:00Z,79,19
1503960366,2016-03-21T20:00:00Z,67,20
1503960366,2016-03-21T21:00:00Z,70,21
1503960366,2016-03-21T22:00:00Z,81,22
1503960366,2016-03-21T23:00:00Z,79,23
1503960366,2016-03-22T00:00:00Z,47,0
1503960366,2016-03-22T01:00:00Z,47,1
1503960366,2016-03-22T02:00:00Z,47,2
1503960366,2016-03-22T03:00:00Z,47,3
1503960366,2016-03-22T04:00:00Z,47,4
1503960366,2016-03-22T05:00:00Z,47,5
1503960366,2016-03-22T06:00:00Z,47,6
1503960366,2016-03-22T07:00:00Z,47,7
1503960366,2016-03-22T08:00:00Z,50,8
1503960366,2016-03-22T09:00:00Z,135,9
1503960366,2016-03-22T10:00:00Z,90,10
1503960366,2016-03-22T11:00:00Z,76,11
1503960366,2016-03-22T12:00:00Z,78,12
1503960366,2016-03-22T13:00:00Z,95,13
1503960366,2016-03-22T14:00:00Z,134,14
1503960366,2016-03-22T15:00:00Z,80,15
1503960366,2016-03-22T16:00:00Z,71,16
1503960366,2016-03-22T17:00:00Z,107,17
1503960366,2016-03-22T18:00:00Z,109,18
1503960366,2016-03-22T19:00:00Z,120,19
1503960366,2016-03-22T20:00:00Z,83,20
1503960366,2016-03-22T21:00:00Z,74,21
1503960366,2016-03-22T22:00:00Z,265,22
1503960366,2016-03-22T23:00:00Z,71,23
1503960366,2016-03-23T00:00:00Z,53,0
1503960366,2016-03-23T01:00:00Z,53,1
1503960366,2016-03-23T02:00:00Z,54,2
1503960366,2016-03-23T03:00:00Z,47,3
1503960366,2016-03-23T04:00:00Z,47,4
1503960366,2016-03-23T05:00:00Z,48,5
1503960366,2016-03-23T06:00:00Z,48,6
1503960366,2016-03-23T07:00:00Z,56,7
1503960366,2016-03-23T08:00:00Z,89,8
1503960366,2016-03-23T09:00:00Z,133,9
1503960366,2016-03-23T10:00:00Z,85,10
1503960366,2016-03-23T11:00:00Z,83,11
1503960366,2016-03-23T12:00:00Z,81,12
1503960366,2016-03-23T13:00:00Z,114,13
1503960366,2016-03-23T14:00:00Z,176,14
1503960366,2016-03-23T15:00:00Z,71,15
1503960366,2016-03-23T16:00:00Z,81,16
1503960366,2016-03-23T17:00:00Z,78,17
1503960366,2016-03-23T18:00:00Z,70,18
1503960366,2016-03-23T19:00:00Z,183,19
1503960366,2016-03-23T20:00:00Z,113,20
1503960366,2016-03-23T21:00:00Z,57,21
1503960366,2016-03-23T22:00:00Z,65,22
1503960366,2016-03-23T23:00:00Z,81,23
1503960366,2016-03-24T00:00:00Z,82,0
1503960366,2016-03-24T01:00:00Z,48,1
1503960366,2016-03-24T02:00:00Z,50,2
1503960366,2016-03-24T03:00:00Z,49,3
1503960366,2016-03-24T04:00:00Z,47,4
1503960366,2016-03-24T05:00:00Z,49,5
1503960366,2016-03-24T06:00:00Z,48,6
1503960366,2016-03-24T07:00:00Z,52,7
1503960366,2016-03-24T08:00:00Z,100,8
1503960366,2016-03-24T09:00:00Z,149,9
1503960366,2016-03-24T10:00:00Z,66,10
1503960366,2016-03-24T11:00:00Z,63,11
1503960366,2016-03-24T12:00:00Z,115,12
1503960366,2016-03-24T13:00:00Z,104,13
1503960366,2016-03-24T14:00:00Z,123,14
1503960366,2016-03-24T15:00:00Z,84,15
1503960366,2016-03-24T16:00:00Z,84,16
1503960366,2016-03-24T17:00:00Z,84,17
1503960366,2016-03-24T18:00:00Z,61,18
1503960366,2016-03-24T19:00:00Z,59,19
1503960366,2016-03-24T20:00:00Z,225,20
1503960366,2016-03-24T21:00:00Z,114,21
1503960366,2016-03-24T22:00:00Z,64,22
1503960366,2016-03-24T23:00:00Z,71,23
1503960366,2016-03-25T00:00:00Z,53,0
1503960366,2016-03-25T01:00:00Z,58,1
1503960366,2016-03-25T02:00:00Z,49,2
1503960366,2016-03-25T03:00:00Z,49,3
1503960366,2016-03-25T04:00:00Z,48,4
1503960366,2016-03-25T05:00:00Z,48,5
1503960366,2016-03-25T06:00:00Z,48,6
1503960366,2016-03-25T07:00:00Z,52,7
1503960366,2016-03-25T08:00:00Z,90,8
1503960366,2016-03-25T09:00:00Z,125,9
1503960366,2016-03-25T10:00:00Z,76,10
1503960366,2016-03-25T11:00:00Z,111,11
1503960366,2016-03-25T12:00:00Z,61,12
1503960366,2016-03-25T13:00:00Z,63,13
1503960366,2016-03-25T14:00:00Z,77,14
1503960366,2016-03-25T15:00:00Z,54,15
1503960366,2016-03-25T16:00:00Z,82,16
1503960366,2016-03-25T17:00:00Z,77,17
1503960366,2016-03-25T18:00:00Z,70,18
1503960366,2016-03-25T19:00:00Z,62,19
1503960366,2016-03-25T20:00:00Z,171,20
1503960366,2016-03-25T21:00:00Z,164,21
1503960366,2016-03-25T22:00:00Z,69,22
1503960366,2016-03-25T23:00:00Z,62,23
1503960366,2016-03-26T00:00:00Z,53,0
1503960366,2016-03-26T01:00:00Z,63,1
1503960366,2016-03-26T02:00:00Z,47,2
1503960366,2016-03-26T03:00:00Z,51,3
1503960366,2016-03-26T04:00:00Z,48,4
1503960366,2016-03-26T05:00:00Z,48,5
1503960366,2016-03-26T06:00:00Z,48,6
1503960366,2016-03-26T07:00:00Z,48,7
1503960366,2016-03-26T08:00:00Z,48,8
1503960366,2016-03-26T09:00:00Z,58,9
1503960366,2016-03-26T10:00:00Z,82,10
1503960366,2016-03-26T11:00:00Z,62,11
1503960366,2016-03-26T12:00:00Z,69,12
1503960366,2016-03-26T13:00:00Z,82,13
1503960366,2016-03-26T14:00:00Z,92,14
1503960366,2016-03-26T15:00:00Z,103,15
1503960366,2016-03-26T16:00:00Z,304,16
1503960366,2016-03-26T17:00:00Z,197,17
1503960366,2016-03-26T18:00:00Z,226,18
1503960366,2016-03-26T19:00:00Z,75,19
1503960366,2016-03-26T20:00:00Z,71,20
1503960366,2016-03-26T21:00:00Z,76,21
1503960366,2016-03-26T22:00:00Z,110,22
1503960366,2016-03-26T23:00:00Z,93,23
1503960366,2016-03-27T00:00:00Z,52,0
1503960366,2016-03-27T01:00:00Z,56,1
1503960366,2016-03-27T02:00:00Z,47,2
1503960366,2016-03-27T03:00:00Z,48,3
1503960366,2016-03-27T04:00:00Z,47,4
1503960366,2016-03-27T05:00:00Z,48,5
1503960366,2016-03-27T06:00:00Z,49,6
1503960366,2016-03-27T07:00:00Z,50,7
1503960366,2016-03-27T08:00:00Z,48,8
1503960366,2016-03-27T09:00:00Z,81,9
1503960366,2016-03-27T10:00:00Z,299,10
1503960366,2016-03-27T11:00:00Z,67,11
1503960366,2016-03-27T12:00:00Z,61,12
1503960366,2016-03-27T13:00:00Z,96,13
1503960366,2016-03-27T14:00:00Z,95,14
1503960366,2016-03-27T15:00:00Z,66,15
1503960366,2016-03-27T16:00:00Z,61,16
1503960366,2016-03-27T17:00:00Z,76,17
1503960366,2016-03-27T18:00:00Z,92,18
1503960366,2016-03-27T19:00:00Z,191,19
1503960366,2016-03-27T20:00:00Z,84,20
1503960366,2016-03-27T21:00:00Z,90,21
1503960366,2016-03-27T22:00:00Z,76,22
1503960366,2016-03-27T23:00:00Z,63,23
1503960366,2016-03-28T00:00:00Z,63,0
1503960366,2016-03-28T01:00:00Z,50,1
1503960366,2016-03-28T02:00:00Z,47,2
1503960366,2016-03-28T03:00:00Z,47,3
1503960366,2016-03-28T04:00:00Z,47,4
1503960366,2016-03-28T05:00:00Z,47,5
1503960366,2016-03-28T06:00:00Z,47,6
1503960366,2016-03-28T07:00:00Z,47,7
1503960366,2016-03-28T08:00:00Z,55,8
1503960366,2016-03-28T09:00:00Z,140,9
1503960366,2016-03-28T10:00:00Z,68,10
1503960366,2016-03-28T11:00:00Z,70,11
1503960366,2016-03-28T12:00:00Z,69,12
1503960366,2016-03-28T13:00:00Z,207,13
1503960366,2016-03-28T14:00:00Z,105,14
1503960366,2016-03-28T15:00:00Z,72,15
1503960366,2016-03-28T16:00:00Z,68,16
1503960366,2016-03-28T17:00:00Z,71,17
1503960366,2016-03-28T18:00:00Z,78,18
1503960366,2016-03-28T19:00:00Z,209,19
1503960366,2016-03-28T20:00:00Z,99,20
1503960366,2016-03-28T21:00:00Z,62,21
1503960366,2016-03-28T22:00:00Z,69,22
1503960366,2016-03-28T23:00:00Z,94,23
1503960366,2016-03-29T00:00:00Z,51,0
1503960366,2016-03-29T01:00:00Z,68,1
1503960366,2016-03-29T02:00:00Z,50,2
1503960366,2016-03-29T03:00:00Z,48,3
1503960366,2016-03-29T04:00:00Z,47,4
1503960366,2016-03-29T05:00:00Z,49,5
1503960366,2016-03-29T06:00:00Z,49,6
1503960366,2016-03-29T07:00:00Z,52,7
1503960366,2016-03-29T08:00:00Z,65,8
1503960366,2016-03-29T09:00:00Z,132,9
1503960366,2016-03-29T10:00:00Z,84,10
1503960366,2016-03-29T11:00:00Z,102,11
1503960366,2016-03-29T12:00:00Z,62,12
1503960366,2016-03-29T13:00:00Z,113,13
1503960366,2016-03-29T14:00:00Z,65,14
1503960366,2016-03-29T15:00:00Z,79,15
1503960366,2016-03-29T16:00:00Z,80,16
1503960366,2016-03-29T17:00:00Z,74,17
1503960366,2016-03-29T18:00:00Z,90,18
1503960366,2016-03-29T19:00:00Z,82,19
1503960366,2016-03-29T20:00:00Z,214,20
1503960366,2016-03-29T21:00:00Z,105,21
1503960366,2016-03-29T22:00:00Z,47,22
1503960366,2016-03-29T23:00:00Z,79,23
1503960366,2016-03-30T00:00:00Z,47,0
1503960366,2016-03-30T01:00:00Z,47,1
1503960366,2016-03-30T02:00:00Z,47,2
1503960366,2016-03-30T03:00:00Z,47,3
1503960366,2016-03-30T04:00:00Z,47,4
1503960366,2016-03-30T05:00:00Z,47,5
1503960366,2016-03-30T06:00:00Z,47,6
1503960366,2016-03-30T07:00:00Z,47,7
1503960366,2016-03-30T08:00:00Z,49,8
1503960366,2016-03-30T09:00:00Z,117,9
1503960366,2016-03-30T10:00:00Z,74,10
1503960366,2016-03-30T11:00:00Z,78,11
1503960366,2016-03-30T12:00:00Z,152,12
1503960366,2016-03-30T13:00:00Z,59,13
1503960366,2016-03-30T14:00:00Z,77,14
1503960366,2016-03-30T15:00:00Z,71,15
1503960366,2016-03-30T16:00:00Z,62,16
1503960366,2016-03-30T17:00:00Z,58,17
1503960366,2016-03-30T18:00:00Z,175,18
1503960366,2016-03-30T19:00:00Z,128,19
1503960366,2016-03-30T20:00:00Z,120,20
1503960366,2016-03-30T21:00:00Z,94,21
1503960366,2016-03-30T22:00:00Z,55,22
1503960366,2016-03-30T23:00:00Z,74,23
1503960366,2016-03-31T00:00:00Z,65,0
1503960366,2016-03-31T01:00:00Z,47,1
1503960366,2016-03-31T02:00:00Z,59,2
1503960366,2016-03-31T03:00:00Z,48,3
1503960366,2016-03-31T04:00:00Z,48,4
1503960366,2016-03-31T05:00:00Z,48,5
1503960366,2016-03-31T06:00:00Z,47,6
1503960366,2016-03-31T07:00:00Z,53,7
1503960366,2016-03-31T08:00:00Z,63,8
1503960366,2016-03-31T09:00:00Z,135,9
1503960366,2016-03-31T10:00:00Z,76,10
1503960366,2016-03-31T11:00:00Z,59,11
1503960366,2016-03-31T12:00:00Z,74,12
1503960366,2016-03-31T13:00:00Z,79,13
1503960366,2016-03-31T14:00:00Z,92,14
1503960366,2016-03-31T15:00:00Z,107,15
1503960366,2016-03-31T16:00:00Z,65,16
1503960366,2016-03-31T17:00:00Z,68,17
1503960366,2016-03-31T18:00:00Z,69,18
1503960366,2016-03-31T19:00:00Z,66,19
1503960366,2016-03-31T20:00:00Z,124,20
1503960366,2016-03-31T21:00:00Z,109,21
1503960366,2016-03-31T22:00:00Z,81,22
1503960366,2016-03-31T23:00:00Z,208,23
1503960366,2016-04-01T00:00:00Z,57,0
1503960366,2016-04-01T01:00:00Z,52,1
1503960366,2016-04-01T02:00:00Z,53,2
1503960366,2016-04-01T03:00:00Z,56,3
1503960366,2016-04-01T04:00:00Z,47,4
1503960366,2016-04-01T05:00:00Z,47,5
1503960366,2016-04-01T06:00:00Z,47,6
1503960366,2016-04-01T07:00:00Z,53,7
1503960366,2016-04-01T08:00:00Z,71,8
1503960366,2016-04-01T09:00:00Z,70,9
1503960366,2016-04-01T10:00:00Z,60,10
1503960366,2016-04-01T11:00:00Z,58,11
1503960366,2016-04-01T12:00:00Z,55,12
1503960366,2016-04-01T13:00:00Z,52,13
1503960366,2016-04-01T14:00:00Z,68,14
1503960366,2016-04-01T15:00:00Z,66,15
1503960366,2016-04-01T16:00:00Z,76,16
1503960366,2016-04-01T17:00:00Z,56,17
1503960366,2016-04-01T18:00:00Z,65,18
1503960366,2016-04-01T19:00:00Z,55,19
1503960366,2016-04-01T20:00:00Z,172,20
1503960366,2016-04-01T21:00:00Z,186,21
1503960366,2016-04-01T22:00:00Z,224,22
1503960366,2016-04-01T23:00:00Z,119,23
1503960366,2016-04-02T00:00:00Z,69,0
1503960366,2016-04-02T01:00:00Z,47,1
1503960366,2016-04-02T02:00:00Z,48,2
1503960366,2016-04-02T03:00:00Z,58,3
1503960366,2016-04-02T04:00:00Z,48,4
1503960366,2016-04-02T05:00:00Z,49,5
1503960366,2016-04-02T06:00:00Z,48,6
1503960366,2016-04-02T07:00:00Z,56,7
1503960366,2016-04-02T08:00:00Z,52,8
1503960366,2016-04-02T09:00:00Z,58,9
1503960366,2016-04-02T10:00:00Z,57,10
1503960366,2016-04-02T11:00:00Z,76,11
1503960366,2016-04-02T12:00:00Z,55,12
1503960366,2016-04-02T13:00:00Z,87,13
1503960366,2016-04-02T14:00:00Z,60,14
1503960366,2016-04-02T15:00:00Z,77,15
1503960366,2016-04-02T16:00:00Z,95,16
1503960366,2016-04-02T17:00:00Z,70,17
1503960366,2016-04-02T18:00:00Z,59,18
1503960366,2016-04-02T19:00:00Z,214,19
1503960366,2016-04-02T20:00:00Z,142,20
1503960366,2016-04-02T21:00:00Z,91,21
1503960366,2016-04-02T22:00:00Z,100,22
1503960366,2016-04-02T23:00:00Z,128,23
1503960366,2016-04-03T00:00:00Z,70,0
1503960366,2016-04-03T01:00:00Z,51,1
1503960366,2016-04-03T02:00:00Z,55,2
1503960366,2016-04-03T03:00:00Z,52,3
1503960366,2016-04-03T04:00:00Z,49,4
1503960366,2016-04-03T05:00:00Z,49,5
1503960366,2016-04-03T06:00:00Z,48,6
1503960366,2016-04-03T07:00:00Z,48,7
1503960366,2016-04-03T08:00:00Z,48,8
1503960366,2016-04-03T09:00:00Z,60,9
1503960366,2016-04-03T10:00:00Z,140,10
1503960366,2016-04-03T11:00:00Z,86,11
1503960366,2016-04-03T12:00:00Z,96,12
1503960366,2016-04-03T13:00:00Z,106,13
1503960366,2016-04-03T14:00:00Z,55,14
1503960366,2016-04-03T15:00:00Z,97,15
1503960366,2016-04-03T16:00:00Z,62,16
1503960366,2016-04-03T17:00:00Z,77,17
1503960366,2016-04-03T18:00:00Z,73,18
1503960366,2016-04-03T19:00:00Z,81,19
1503960366,2016-04-03T20:00:00Z,79,20
1503960366,2016-04-03T21:00:00Z,84,21
1503960366,2016-04-03T22:00:00Z,75,22
1503960366,2016-04-03T23:00:00Z,210,23
1503960366,2016-04-04T00:00:00Z,63,0
1503960366,2016-04-04T01:00:00Z,53,1
1503960366,2016-04-04T02:00:00Z,52,2
1503960366,2016-04-04T03:00:00Z,49,3
1503960366,2016-04-04T04:00:00Z,47,4
1503960366,2016-04-04T05:00:00Z,50,5
1503960366,2016-04-04T06:00:00Z,48,6
1503960366,2016-04-04T07:00:00Z,52,7
1503960366,2016-04-04T08:00:00Z,83,8
1503960366,2016-04-04T09:00:00Z,148,9
1503960366,2016-04-04T10:00:00Z,79,10
1503960366,2016-04-04T11:00:00Z,73,11
1503960366,2016-04-04T12:00:00Z,147,12
1503960366,2016-04-04T13:00:00Z,71,13
1503960366,2016-04-04T14:00:00Z,83,14
1503960366,2016-04-04T15:00:00Z,70,15
1503960366,2016-04-04T16:00:00Z,67,16
1503960366,2016-04-04T17:00:00Z,104,17
1503960366,2016-04-04T18:00:00Z,127,18
1503960366,2016-04-04T19:00:00Z,174,19
1503960366,2016-04-04T20:00:00Z,133,20
1503960366,2016-04-04T21:00:00Z,89,21
1503960366,2016-04-04T22:00:00Z,66,22
1503960366,2016-04-04T23:00:00Z,109,23
1503960366,2016-04-05T00:00:00Z,73,0
1503960366,2016-04-05T01:00:00Z,55,1
1503960366,2016-04-05T02:00:00Z,71,2
1503960366,2016-04-05T03:00:00Z,52,3
1503960366,2016-04-05T04:00:00Z,47,4
