Id,SleepDate,logId,SleepStart,SleepEnd,TotalMinutesAsleep,MinutesAwake,SleepEfficiency
1927972279,2016-03-25,11215825759,2016-03-25T07:56:30Z,2016-03-25T08:58:30Z,63,0,100
1927972279,2016-03-26,11222989702,2016-03-26T00:32:00Z,2016-03-26T07:17:00Z,406,0,100
1927972279,2016-03-28,11237340061,2016-03-27T22:00:00Z,2016-03-28T03:45:00Z,345,1,99.71098265895954
1927972279,2016-03-29,11248644569,2016-03-28T23:56:00Z,2016-03-29T06:23:00Z,388,0,100
1927972279,2016-03-29,11251322155,2016-03-29T07:32:00Z,2016-03-29T10:55:00Z,202,2,99.01960784313727
1927972279,2016-03-30,11261907665,2016-03-30T03:47:30Z,2016-03-30T07:09:30Z,203,0,100
1927972279,2016-03-30,11261907666,2016-03-30T07:48:00Z,2016-03-30T11:08:00Z,201,0,100
1927972279,2016-03-31,11267175780,2016-03-31T00:29:30Z,2016-03-31T05:22:30Z,294,0,100
1927972279,2016-03-31,11270290886,2016-03-31T07:18:30Z,2016-03-31T10:40:30Z,202,1,99.50738916256158
1927972279,2016-04-01,11277083346,2016-03-31T23:37:00Z,2016-04-01T06:22:00Z,403,3,99.26108374384236
1927972279,2016-04-02,11285724784,2016-04-02T02:41:00Z,2016-04-02T07:55:00Z,308,7,97.77777777777777
1927972279,2016-04-04,11299903791,2016-04-03T22:09:00Z,2016-04-04T04:53:00Z,404,1,99.75308641975309
1927972279,2016-04-04,11303408371,2016-04-04T06:27:00Z,2016-04-04T09:35:00Z,189,0,100
1927972279,2016-04-05,11312361705,2016-04-05T00:15:00Z,2016-04-05T07:14:00Z,416,4,99.04761904761905
1927972279,2016-04-06,11321559576,2016-04-06T00:12:30Z,2016-04-06T07:20:30Z,428,1,99.76689976689977
1927972279,2016-04-10,11353175214,2016-04-09T23:13:00Z,2016-04-10T02:03:00Z,170,1,99.41520467836257
1927972279,2016-04-10,11355585833,2016-04-10T03:24:00Z,2016-04-10T08:32:00Z,306,3,99.02912621359224
1927972279,2016-04-11,11363661680,2016-04-10T22:57:30Z,2016-04-11T06:40:30Z,459,5,98.92241379310344
1927972279,2016-04-12,11372414035,2016-04-11T21:56:00Z,2016-04-12T06:08:00Z,493,0,100
1927972279,2016-04-12,11374768075,2016-04-12T06:27:00Z,2016-04-12T08:35:00Z,129,0,100
2022484408,2016-03-13,11118328209,2016-03-13T20:49:00Z,2016-03-13T23:12:00Z,144,0,100
2026352035,2016-03-12,11103729104,2016-03-11T21:31:30Z,2016-03-12T06:34:30Z,542,2,99.63235294117648
2026352035,2016-03-13,11111886114,2016-03-12T21:03:00Z,2016-03-13T07:42:00Z,634,6,99.0625
2026352035,2016-03-14,11119724955,2016-03-13T20:32:30Z,2016-03-14T05:28:30Z,535,2,99.62756052141528
2026352035,2016-03-15,11128304947,2016-03-14T20:31:30Z,2016-03-15T05:24:30Z,534,0,100
2026352035,2016-03-15,11136618383,2016-03-15T20:42:00Z,2016-03-15T22:32:00Z,107,4,96.3963963963964
2026352035,2016-03-17,11144295165,2016-03-16T21:17:00Z,2016-03-17T05:44:00Z,505,3,99.40944881889764
2026352035,2016-03-18,11153120231,2016-03-17T21:15:00Z,2016-03-18T07:02:00Z,584,4,99.31972789115646
2026352035,2016-03-19,11160874699,2016-03-18T20:52:00Z,2016-03-19T06:40:00Z,585,4,99.32088285229203
2026352035,2016-03-20,11168317661,2016-03-19T21:31:00Z,2016-03-20T07:05:00Z,567,8,98.60869565217392
2026352035,2016-03-21,11177317677,2016-03-20T21:18:00Z,2016-03-21T06:54:00Z,571,6,98.96013864818023
2026352035,2016-03-22,11185231464,2016-03-21T20:51:00Z,2016-03-22T05:59:00Z,543,6,98.90710382513662
2026352035,2016-03-23,11195753009,2016-03-22T20:55:00Z,2016-03-23T06:54:00Z,596,4,99.33333333333333
2026352035,2016-03-24,11205439333,2016-03-23T20:55:00Z,2016-03-24T07:13:00Z,619,0,100
2026352035,2016-03-25,11214250259,2016-03-24T21:47:00Z,2016-03-25T06:38:00Z,527,5,99.06015037593986
2026352035,2016-03-26,11223274514,2016-03-25T21:53:00Z,2016-03-26T07:17:00Z,560,5,99.11504424778761
2026352035,2016-03-27,11230478336,2016-03-26T20:57:00Z,2016-03-27T06:46:00Z,589,1,99.83050847457628
2026352035,2016-03-28,11238720487,2016-03-27T21:06:00Z,2016-03-28T06:20:00Z,552,3,99.45945945945947
2026352035,2016-03-29,11248842132,2016-03-28T21:22:00Z,2016-03-29T05:51:00Z,509,1,99.80392156862746
2026352035,2016-03-30,11257780733,2016-03-29T21:11:00Z,2016-03-30T06:12:00Z,534,8,98.5239852398524
2026352035,2016-03-31,11267544738,2016-03-30T21:33:00Z,2016-03-31T06:06:00Z,511,3,99.41634241245137
2026352035,2016-04-01,11277035330,2016-03-31T20:52:30Z,2016-04-01T06:35:30Z,583,1,99.82876712328768
2026352035,2016-04-02,11284341476,2016-04-01T21:32:30Z,2016-04-02T07:00:30Z,562,7,98.76977152899823
2026352035,2016-04-03,11292296207,2016-04-02T21:26:00Z,2016-04-03T07:05:00Z,571,9,98.44827586206897
2026352035,2016-04-04,11301406079,2016-04-03T21:01:00Z,2016-04-04T06:51:00Z,587,4,99.32318104906938
2026352035,2016-04-05,11311687198,2016-04-04T21:59:00Z,2016-04-05T06:55:00Z,533,4,99.25512104283054
2026352035,2016-04-06,11320037853,2016-04-05T21:25:00Z,2016-04-06T06:25:00Z,534,7,98.70609981515712
2026352035,2016-04-07,11329844294,2016-04-06T21:49:00Z,2016-04-07T06:58:00Z,542,8,98.54545454545455
2026352035,2016-04-08,11339151633,2016-04-07T21:02:00Z,2016-04-08T06:11:00Z,546,4,99.27272727272727
2026352035,2016-04-09,11346096957,2016-04-08T21:04:00Z,2016-04-09T06:24:00Z,555,6,98.93048128342245
2026352035,2016-04-10,11353875518,2016-04-09T21:10:00Z,2016-04-10T06:31:00Z,559,3,99.4661921708185
2026352035,2016-04-11,11363540626,2016-04-10T21:16:00Z,2016-04-11T06:29:00Z,554,0,100
2026352035,2016-04-12,11372566564,2016-04-11T20:48:00Z,2016-04-12T05:53:00Z,545,1,99.81684981684981
2347167796,2016-03-12,11103744323,2016-03-11T23:43:00Z,2016-03-12T06:58:00Z,430,6,98.62385321100918
2347167796,2016-03-13,11111717645,2016-03-12T22:40:00Z,2016-03-13T08:00:00Z,555,6,98.93048128342245
2347167796,2016-03-14,11120487753,2016-03-13T21:41:00Z,2016-03-14T06:38:00Z,529,9,98.3271375464684
2347167796,2016-03-15,11129367171,2016-03-14T22:51:30Z,2016-03-15T06:47:30Z,472,5,98.9517819706499
2347167796,2016-03-16,11135190736,2016-03-15T21:23:00Z,2016-03-16T00:01:00Z,156,3,98.11320754716981
2347167796,2016-03-16,11136931751,2016-03-16T00:16:00Z,2016-03-16T06:58:00Z,396,7,98.26302729528535
2347167796,2016-03-17,11144621247,2016-03-16T22:50:00Z,2016-03-17T06:52:00Z,480,3,99.37888198757764
2347167796,2016-03-18,11153707727,2016-03-18T00:36:00Z,2016-03-18T07:25:00Z,405,5,98.78048780487805
2347167796,2016-03-19,11159316612,2016-03-18T21:54:51Z,2016-03-19T03:10:51Z,277,40,87.38170347003155
2347167796,2016-03-20,11168273187,2016-03-19T22:50:00Z,2016-03-20T07:45:00Z,526,10,98.13432835820896
2347167796,2016-03-21,11176780954,2016-03-20T22:01:00Z,2016-03-21T06:28:00Z,503,5,99.01574803149606
2347167796,2016-03-22,11185540404,2016-03-21T22:25:00Z,2016-03-22T06:48:00Z,497,7,98.61111111111111
2347167796,2016-03-23,11194933002,2016-03-22T22:06:00Z,2016-03-23T06:29:00Z,495,9,98.21428571428571
2347167796,2016-03-24,11205027829,2016-03-23T22:17:00Z,2016-03-24T06:49:00Z,506,7,98.635477582846
2347167796,2016-03-25,11213899920,2016-03-24T22:39:00Z,2016-03-25T05:49:00Z,428,3,99.30394431554525
2347167796,2016-03-28,11238441401,2016-03-27T21:36:00Z,2016-03-28T06:52:00Z,551,6,98.92280071813285
2347167796,2016-03-29,11248231995,2016-03-28T21:33:00Z,2016-03-29T06:01:00Z,503,6,98.82121807465619
2347167796,2016-03-30,11258976452,2016-03-29T22:10:00Z,2016-03-30T06:58:00Z,526,3,99.4328922495274
2347167796,2016-03-31,11267974466,2016-03-30T22:25:00Z,2016-03-31T07:18:00Z,524,10,98.12734082397003
2347167796,2016-04-01,11277129330,2016-03-31T21:42:00Z,2016-04-01T06:30:00Z,527,2,99.62192816635161
2347167796,2016-04-02,11285072012,2016-04-02T00:42:30Z,2016-04-02T08:20:30Z,449,10,97.82135076252723
2347167796,2016-04-03,11293635171,2016-04-02T23:56:00Z,2016-04-03T07:53:00Z,465,13,97.28033472803347
2347167796,2016-04-04,11300667700,2016-04-03T21:29:30Z,2016-04-04T06:38:30Z,544,6,98.9090909090909
2347167796,2016-04-05,11311123755,2016-04-04T21:54:30Z,2016-04-05T06:49:30Z,531,5,99.06716417910447
2347167796,2016-04-06,11320376027,2016-04-05T23:22:00Z,2016-04-06T07:04:00Z,452,11,97.62419006479482
2347167796,2016-04-08,11338843959,2016-04-07T22:44:00Z,2016-04-08T06:44:00Z,477,4,99.16839916839916
2347167796,2016-04-10,11355159359,2016-04-09T23:39:30Z,2016-04-10T09:01:30Z,557,6,98.93428063943162
2347167796,2016-04-11,11363107879,2016-04-10T22:03:00Z,2016-04-11T06:38:00Z,508,8,98.44961240310077
3977333714,2016-03-13,11158033667,2016-03-13T01:05:30Z,2016-03-13T08:59:30Z,470,5,98.94736842105263
3977333714,2016-03-14,11158033668,2016-03-14T01:29:30Z,2016-03-14T07:56:30Z,387,1,99.74226804123711
3977333714,2016-03-15,11158033669,2016-03-14T23:27:00Z,2016-03-15T06:17:00Z,411,0,100
3977333714,2016-03-16,11158033670,2016-03-15T23:51:00Z,2016-03-16T05:05:00Z,315,0,100
3977333714,2016-03-17,11158033671,2016-03-16T23:45:30Z,2016-03-17T08:00:30Z,491,5,98.99193548387096
3977333714,2016-04-01,11327738293,2016-04-01T02:29:00Z,2016-04-01T09:38:00Z,428,2,99.53488372093024
3977333714,2016-04-02,11327738294,2016-04-02T02:42:00Z,2016-04-02T07:31:00Z,288,2,99.3103448275862
3977333714,2016-04-03,11327738295,2016-04-03T00:41:00Z,2016-04-03T06:39:00Z,351,8,97.7715877437326
3977333714,2016-04-04,11327738296,2016-04-04T01:58:30Z,2016-04-04T08:11:30Z,373,1,99.73262032085562
3977333714,2016-04-05,11327738297,2016-04-05T00:05:30Z,2016-04-05T08:10:30Z,484,2,99.58847736625515
3977333714,2016-04-06,11327738298,2016-04-06T00:23:30Z,2016-04-06T07:28:30Z,426,0,100
3977333714,2016-04-07,11330030128,2016-04-07T00:31:00Z,2016-04-07T07:15:00Z,396,9,97.77777777777777
3977333714,2016-04-08,11342155222,2016-04-08T00:08:30Z,2016-04-08T08:07:30Z,478,2,99.58333333333333
3977333714,2016-04-09,11347369045,2016-04-09T01:27:00Z,2016-04-09T08:24:00Z,414,4,99.04306220095694
3977333714,2016-04-10,11356237092,2016-04-10T01:26:30Z,2016-04-10T08:57:30Z,452,0,100
3977333714,2016-04-11,11370551137,2016-04-11T02:10:00Z,2016-04-11T09:04:00Z,408,7,98.3132530120482
4020332650,2016-03-12,11107692869,2016-03-12T05:23:00Z,2016-03-12T11:23:00Z,352,9,97.50692520775624
4020332650,2016-03-13,11111413999,2016-03-12T22:52:30Z,2016-03-13T03:29:30Z,271,7,97.48201438848922
4020332650,2016-03-13,11114617817,2016-03-13T03:39:00Z,2016-03-13T09:01:00Z,321,2,99.38080495356037
4020332650,2016-03-14,11121613510,2016-03-14T00:02:00Z,2016-03-14T04:51:00Z,289,1,99.6551724137931
4020332650,2016-03-15,11131787522,2016-03-15T02:01:00Z,2016-03-15T07:41:00Z,336,5,98.53372434017595
4020332650,2016-03-16,11140227362,2016-03-16T02:19:00Z,2016-03-16T10:31:00Z,488,5,98.98580121703854
4020332650,2016-03-17,11148301893,2016-03-17T00:40:00Z,2016-03-17T07:26:00Z,405,2,99.5085995085995
4020332650,2016-03-30,11317762417,2016-03-30T03:31:00Z,2016-03-30T05:57:00Z,147,0,100
4020332650,2016-03-30,11317762418,2016-03-30T06:07:30Z,2016-03-30T10:06:30Z,238,2,99.16666666666667
4020332650,2016-03-31,11317762419,2016-03-31T02:47:30Z,2016-03-31T07:14:30Z,264,4,98.50746268656717
4020332650,2016-04-01,11317762420,2016-04-01T00:55:30Z,2016-04-01T05:00:30Z,245,1,99.59349593495935
4020332650,2016-04-01,11317762421,2016-04-01T05:10:00Z,2016-04-01T08:05:00Z,174,2,98.86363636363636
4020332650,2016-04-02,11317762422,2016-04-01T23:32:00Z,2016-04-02T05:19:00Z,348,0,100
4020332650,2016-04-02,11317762423,2016-04-02T05:33:00Z,2016-04-02T08:40:00Z,187,1,99.46808510638297
4020332650,2016-04-03,11317762424,2016-04-03T02:55:30Z,2016-04-03T07:55:30Z,296,5,98.33887043189368
4020332650,2016-04-03,11317762425,2016-04-03T08:13:30Z,2016-04-03T09:50:30Z,96,2,97.95918367346938
4020332650,2016-04-04,11317762426,2016-04-04T00:31:00Z,2016-04-04T08:28:00Z,475,3,99.3723849372385
4020332650,2016-04-06,11322700613,2016-04-06T02:55:00Z,2016-04-06T07:11:00Z,250,7,97.27626459143968
4020332650,2016-04-11,11365660576,2016-04-10T22:46:00Z,2016-04-11T03:31:00Z,286,0,100
4020332650,2016-04-11,11367141823,2016-04-11T03:42:00Z,2016-04-11T07:27:00Z,221,5,97.78761061946902
4319703577,2016-03-12,11109532846,2016-03-11T22:30:30Z,2016-03-12T08:22:30Z,586,7,98.8195615514334
4319703577,2016-03-13,11133628763,2016-03-12T23:46:30Z,2016-03-13T06:15:30Z,387,3,99.23076923076923
4319703577,2016-03-15,11133628764,2016-03-14T22:20:00Z,2016-03-15T06:54:00Z,512,3,99.41747572815534
4319703577,2016-03-16,11140347492,2016-03-15T22:45:30Z,2016-03-16T07:45:30Z,540,1,99.81515711645102
4319703577,2016-03-17,11150878510,2016-03-16T22:55:30Z,2016-03-17T07:36:30Z,521,1,99.80842911877394
4319703577,2016-03-18,11158467692,2016-03-17T22:48:30Z,2016-03-18T07:49:30Z,542,0,100
4319703577,2016-03-19,11166006473,2016-03-18T23:27:00Z,2016-03-19T06:53:00Z,443,4,99.10514541387025
4319703577,2016-03-20,11200303995,2016-03-19T22:29:00Z,2016-03-20T06:55:00Z,501,6,98.81656804733728
4319703577,2016-03-21,11200303996,2016-03-20T22:48:30Z,2016-03-21T07:45:30Z,527,11,97.95539033457248
4319703577,2016-03-23,11200303997,2016-03-22T22:56:00Z,2016-03-23T07:43:00Z,528,0,100
4319703577,2016-03-24,11228766994,2016-03-23T23:14:30Z,2016-03-24T06:17:30Z,422,2,99.52830188679245
4319703577,2016-03-25,11228766995,2016-03-24T23:09:30Z,2016-03-25T07:44:30Z,515,1,99.8062015503876
4319703577,2016-03-26,11228766996,2016-03-25T22:27:30Z,2016-03-26T08:36:30Z,606,4,99.34426229508196
4319703577,2016-03-27,11243951252,2016-03-27T00:15:30Z,2016-03-27T09:16:30Z,542,0,100
4319703577,2016-03-28,11243951253,2016-03-27T22:49:30Z,2016-03-28T07:58:30Z,542,8,98.54545454545455
4319703577,2016-03-29,11290016501,2016-03-28T23:14:00Z,2016-03-29T05:44:00Z,384,7,98.20971867007673
4319703577,2016-03-29,11290016502,2016-03-29T15:26:30Z,2016-03-29T17:02:30Z,94,3,96.90721649484536
4319703577,2016-03-30,11290016503,2016-03-29T22:15:00Z,2016-03-30T07:57:00Z,578,5,99.14236706689536
4319703577,2016-04-01,11290016504,2016-03-31T23:13:30Z,2016-04-01T05:45:30Z,392,1,99.74554707379136
4319703577,2016-04-01,11290016505,2016-04-01T06:09:30Z,2016-04-01T07:42:30Z,94,0,100
4319703577,2016-04-02,11290016506,2016-04-01T23:16:00Z,2016-04-02T08:03:00Z,528,0,100
4319703577,2016-04-03,11303773433,2016-04-02T23:01:30Z,2016-04-03T08:39:30Z,579,0,100
4319703577,2016-04-04,11303773434,2016-04-03T22:57:00Z,2016-04-04T06:52:00Z,476,0,100
4319703577,2016-04-05,11311162826,2016-04-04T22:28:30Z,2016-04-05T06:43:30Z,489,7,98.58870967741935
4319703577,2016-04-06,11344563687,2016-04-05T22:50:00Z,2016-04-06T03:15:00Z,524,8,98.49624060150376
4319703577,2016-04-06,11344563688,2016-04-06T03:20:00Z,2016-04-06T07:38:00Z,506,12,97.68339768339769
4319703577,2016-04-07,11344563689,2016-04-06T23:11:30Z,2016-04-07T07:29:30Z,498,1,99.79959919839679
4445114986,2016-03-12,11104043433,2016-03-12T02:43:30Z,2016-03-12T06:12:30Z,210,0,100
4445114986,2016-03-12,11107399936,2016-03-12T06:21:00Z,2016-03-12T09:11:00Z,165,6,96.49122807017544
4445114986,2016-03-13,11112205125,2016-03-13T01:25:00Z,2016-03-13T07:17:00Z,353,0,100
4445114986,2016-03-15,11128052157,2016-03-15T02:29:30Z,2016-03-15T03:58:30Z,89,1,98.88888888888889
4445114986,2016-03-15,11132447209,2016-03-15T04:48:30Z,2016-03-15T12:37:30Z,459,11,97.65957446808511
4445114986,2016-03-16,11136302344,2016-03-16T03:03:30Z,2016-03-16T04:32:30Z,90,0,100
4445114986,2016-03-16,11138511255,2016-03-16T05:10:30Z,2016-03-16T07:45:30Z,148,8,94.87179487179486
4445114986,2016-03-16,11140107805,2016-03-16T08:51:00Z,2016-03-16T11:42:00Z,171,1,99.4186046511628
4445114986,2016-03-17,11147516179,2016-03-17T06:57:00Z,2016-03-17T10:47:00Z,231,0,100
4445114986,2016-03-19,11164720152,2016-03-19T13:09:30Z,2016-03-19T15:44:30Z,153,3,98.07692307692307
4445114986,2016-03-20,11168002960,2016-03-20T02:14:30Z,2016-03-20T05:43:30Z,210,0,100
4445114986,2016-03-20,11171376618,2016-03-20T06:29:00Z,2016-03-20T12:10:00Z,339,3,99.12280701754386
4445114986,2016-03-21,11180526300,2016-03-21T06:58:30Z,2016-03-21T10:26:30Z,205,4,98.08612440191388
4445114986,2016-03-22,11186499794,2016-03-22T02:19:30Z,2016-03-22T06:52:30Z,270,4,98.54014598540147
4445114986,2016-03-22,11203729377,2016-03-22T09:16:00Z,2016-03-22T10:41:00Z,85,1,98.83720930232558
4445114986,2016-03-24,11205778321,2016-03-24T02:08:00Z,2016-03-24T06:01:00Z,232,2,99.14529914529915
4445114986,2016-03-24,11209368968,2016-03-24T08:59:00Z,2016-03-24T11:49:00Z,170,1,99.41520467836257
4445114986,2016-03-25,11213400025,2016-03-25T01:50:00Z,2016-03-25T03:31:00Z,102,0,100
4445114986,2016-03-25,11215903083,2016-03-25T03:39:00Z,2016-03-25T07:40:00Z,234,8,96.69421487603306
4445114986,2016-03-26,11224230875,2016-03-26T01:40:30Z,2016-03-26T04:25:30Z,166,0,100
4445114986,2016-03-27,11231855313,2016-03-27T01:52:30Z,2016-03-27T07:16:30Z,325,0,100
4445114986,2016-03-28,11241900743,2016-03-28T01:38:00Z,2016-03-28T05:56:00Z,256,3,98.84169884169884
4445114986,2016-03-28,11241900744,2016-03-28T07:57:30Z,2016-03-28T09:53:30Z,114,3,97.43589743589743
4445114986,2016-03-29,11248525381,2016-03-29T01:37:00Z,2016-03-29T05:22:00Z,221,5,97.78761061946902
4445114986,2016-03-29,11251751160,2016-03-29T06:06:00Z,2016-03-29T10:17:00Z,245,7,97.22222222222221
4445114986,2016-03-31,11271160740,2016-03-31T01:59:30Z,2016-03-31T06:53:30Z,293,2,99.32203389830508
4445114986,2016-03-31,11271160741,2016-03-31T08:34:00Z,2016-03-31T10:34:00Z,116,5,95.86776859504133
4445114986,2016-04-01,11279465483,2016-04-01T02:16:00Z,2016-04-01T07:52:00Z,334,3,99.10979228486647
4445114986,2016-04-02,11286764929,2016-04-02T00:32:30Z,2016-04-02T08:46:30Z,493,2,99.5959595959596
4445114986,2016-04-05,11314160804,2016-04-05T02:12:00Z,2016-04-05T10:27:00Z,489,7,98.58870967741935
4445114986,2016-04-06,11323293598,2016-04-06T03:01:30Z,2016-04-06T10:30:30Z,447,3,99.33333333333333
4445114986,2016-04-07,11332581733,2016-04-07T05:34:30Z,2016-04-07T10:01:30Z,265,3,98.88059701492537
4445114986,2016-04-08,11340538470,2016-04-08T05:22:00Z,2016-04-08T07:03:00Z,100,2,98.0392156862745
4445114986,2016-04-08,11342110707,2016-04-08T09:09:30Z,2016-04-08T11:19:30Z,129,2,98.47328244274809
4445114986,2016-04-09,11348333718,2016-04-09T02:26:00Z,2016-04-09T05:49:00Z,201,3,98.52941176470588
4445114986,2016-04-09,11348333719,2016-04-09T05:59:00Z,2016-04-09T07:08:00Z,68,2,97.14285714285714
4445114986,2016-04-09,11351190304,2016-04-09T09:01:00Z,2016-04-09T11:49:00Z,169,0,100
4445114986,2016-04-10,11356223730,2016-04-10T02:19:00Z,2016-04-10T07:11:00Z,289,4,98.63481228668942
4445114986,2016-04-10,11357120621,2016-04-10T09:21:00Z,2016-04-10T10:36:00Z,75,1,98.68421052631578
4445114986,2016-04-11,11365196761,2016-04-11T02:42:30Z,2016-04-11T07:15:30Z,270,4,98.54014598540147
4445114986,2016-04-11,11367067858,2016-04-11T08:55:00Z,2016-04-11T11:28:00Z,153,1,99.35064935064936
4445114986,2016-04-12,11374744422,2016-04-12T01:44:00Z,2016-04-12T07:15:00Z,326,6,98.19277108433735
4558609924,2016-03-30,11261883581,2016-03-30T08:58:30Z,2016-03-30T10:19:30Z,82,0,100
